DAS IST PHRASE!
"process selection"
We are sending from 31.220.0.202
There is no captcha!
Following query was issued to GS:
https://scholar.google.com/scholar?start=0&as_q=&as_epq=%22process%20selection%22&as_oq=&as_eq=&as_occt=title&as_sauthors=&as_publication=&as_ylo=1991&as_yhi=1995&as_vis=0&btnG=&hl=en&as_sdt=1%2C5
we have 10 articles of 111 total!
We will wait for 5 seconds...
There is no captcha!
20 0
we have 20 articles of 111 total!
We will wait for 2 seconds...
There is no captcha!
30 20
we have 30 articles of 111 total!
We will wait for 4 seconds...
There is no captcha!
40 30
we have 40 articles of 111 total!
We will wait for 5 seconds...
There is no captcha!
50 40
we have 50 articles of 111 total!
We will wait for 3 seconds...
There is no captcha!
60 50
we have 60 articles of 111 total!
We will wait for 3 seconds...
There is no captcha!
70 60
we have 70 articles of 111 total!
We will wait for 1 seconds...
There is no captcha!
80 70
we have 80 articles of 111 total!
We will wait for 3 seconds...
There is no captcha!
90 80
we have 90 articles of 111 total!
We will wait for 5 seconds...
There is no captcha!
100 90
we have 100 articles of 111 total!
We will wait for 5 seconds...
There is no captcha!
Probably only one missing!
title|author|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt
Technical Cost Modeling: A Cost Simulation Tool for Material and Process Selection|JR Dieffenbach - International Forum on Design for Manufacture and …, 1992|None|1992|5|0|12288748503280140781|None|https://scholar.google.com/scholar?cites=12288748503280140781&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
An expert system application for process selection in design|T Kokotos, K Tabeshfar, A Wilson - ICED, 1993|None|1993|4|0|11119445041237545632|None|https://scholar.google.com/scholar?cites=11119445041237545632&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
An expert system for manufacturing process selection|JK Blundell, YS Dhanju - AFS Transactions, 1994|None|1994|4|0|18046728886209765777|None|https://scholar.google.com/scholar?cites=18046728886209765777&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
The Use of Pilot Testing and EBPR Modeling for Alternative Development and Process Selection of an EBPR Retrofit|DS Barbeau, SB Murphy, GB Sprouse, S Reusser… - Proc. 68th Annu. Conf …, 1995|None|1995|4|0|1393503155854877727|None|https://scholar.google.com/scholar?cites=1393503155854877727&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
Long Tengrui (Chongqing Institute of Architecture and Engineering Chongqing); PROCESS SELECTION IN TREATING RAMIE-REF INING …|G Jingsong - CHONGQING ENVIRONMENTAL SCIENCE, 1994|None|1994|4|0|6051326284605618663|None|https://scholar.google.com/scholar?cites=6051326284605618663&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
Guide on Nutrient Removal Process Selection|M Day, PF Cooper - 1992 - Foundation for Water Research|None|1992|4|0|18318735214640794237|None|https://scholar.google.com/scholar?cites=18318735214640794237&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
Expert System for Milling Process Selection|B Gopalakrishnan, MA Pathak - CAD/CAM Robotics and Factories of the …, 1991 - Springer|https://scholar.google.com/https://link.springer.com/chapter/10.1007/978-3-642-84338-9_41|1991|0|0|None|None|None|None|None|The application of artificial intelligence in the field of manufacturing engineering have been quite widespread, especially in the areas of diagnostics, debugging, process evaluation, planning, design, and classification problems. Expert systems are valuable tools to be used …
KNOWLEDGE BASED PROCESS SELECTION FOR PRISMATIC PARTS IN CAPP|GS KURKURE - 1995 - mechlib.iitd.ac.in|http://mechlib.iitd.ac.in/mech-library/pdf/mtech-abstracts/1994MEP007_1995_ABSTRACT.pdf|1995|0|0|None|http://mechlib.iitd.ac.in/mech-library/pdf/mtech-abstracts/1994MEP007_1995_ABSTRACT.pdf|None|None|None|The task of machining process selection is one of the important decisions which is to be made while process planning for a component. Any fixed sequence of operations that is generated by a process plan is not necessarily the best possible sequence since the …
Axaf coating process selection study: Reflectivity measurements|P Slane - SAO Interim Report: SAO-AXAF-DR-92-016, 1992|None|1992|3|0|13815523509295668018|None|https://scholar.google.com/scholar?cites=13815523509295668018&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
Process selection for natural oil derivatives|A Hiles - Oils Fats Intl, 1994|None|1994|3|0|11486966304940416853|None|https://scholar.google.com/scholar?cites=11486966304940416853&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
Mortensen NH Ten Studies of how process Selection is carried out in the Stage of Design–A Pilot Project|J Haudrum - Report, Institute of Manufacturing Engineering, 1993|None|1993|3|0|10237871304589565581|None|https://scholar.google.com/scholar?cites=10237871304589565581&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
Simultaneous Design for Manufacturing Process Selection of Engineering Plastics|C Chong, C Merhar, K Ishii - Int. J. of, 1993|None|1993|3|0|4562103171378761813|None|https://scholar.google.com/scholar?cites=4562103171378761813&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
FEATURE BASED MODELLING OF C-AXIS FEATURES AND PROCESS SELECTION IN GENERATIVE CAPP|S SANKAR - 1992 - mechlib.iitd.ac.in|http://mechlib.iitd.ac.in/mech-library/pdf/mtech-abstracts/6_1992_ABSTRACT.pdf|1992|0|0|None|http://mechlib.iitd.ac.in/mech-library/pdf/mtech-abstracts/6_1992_ABSTRACT.pdf|None|None|None|In this dissertation an emphasis has been put in modelling the part and the selection of suitable processes for C-axis features in a generative CAPP (Computer Aided Process Planning) environment. To model the part, feature based modelling techniques were …
PROCESS SELECTION IN TREATING RAMIE-REF INING WASTEWATER|G Jingsong, L Tengrui - CHONGQING ENVIRONMENTAL SCIENCE, 1994 - en.cnki.com.cn|http://en.cnki.com.cn/Article_en/CJFDTotal-CQHJ402.006.htm|1994|0|0|None|None|None|None|None|The rapid growth of Chinese ramie textile industry requires a suita-ble and economical process of treating ramie-refining wastewater. This papcr intro-duced the charactcristics of this wastewater which cause difficulties in its treat-ment and the existing treating methods …
Process Selection Factors for the Retreatment of Zinc-Bearing Scrap and Residues|NL Piret, AE Melin - Erzmetall, 1991|None|1991|1|0|9601754310925546302|None|https://scholar.google.com/scholar?cites=9601754310925546302&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
Design for Manufacture: Application of Expert System in Manufacturing Process Selection|DSK Chan, WP Lewis - Sixth International Conference on …, 1995 - search.informit.com.au|https://scholar.google.com/https://search.informit.com.au/documentSummary;dn=886966104580340;res=IELENG|1995|0|0|None|None|None|None|None|It is widely accepted that the costs of a manufactured product are largely determined at the design stage. It is important to consider manufacturability early in the design. The research program described in this paper shows how expert system methodology can be used to …
A policy independent metric for process selection in distributed systems|Y Cazabon, M Bauer - Proceedings Nineteenth Annual …, 1995 - ieeexplore.ieee.org|https://scholar.google.com/https://ieeexplore.ieee.org/abstract/document/524782/|1995|0|3|None|None|None|https://scholar.google.com/scholar?cluster=9133598374601436171&hl=en&as_sdt=1,5&as_ylo=1991&as_yhi=1995|None|Process migration is a means of achieving load sharing and load balancing in distributed systems. The research to date either seeks to minimize networked interprocess communication or to create process migration mechanisms which require a minimum of …
Development of an expert system for cutting-off process selection.|KL Chow - 1995 - shura.shu.ac.uk|http://shura.shu.ac.uk/id/eprint/19464|1995|0|3|None|None|None|https://scholar.google.com/scholar?cluster=15987261408525820837&hl=en&as_sdt=1,5&as_ylo=1991&as_yhi=1995|None|The manufacturing engineer is faced with many different processes and a wide variety of alternative combinations of parts and cutting-off tools. The problem is therefore to select the optional and most economical combinations of processes and parameters for cutting-off a …
An integrated approach to product design and process selection: revised/1993: 150|D Chhajed, N Raman - BEBR faculty working paper; no. 93 …, 1993 - ideals.illinois.edu|https://scholar.google.com/https://www.ideals.illinois.edu/bitstream/handle/2142/32643/integratedapproa150chha.pdf?sequence=2|1993|0|2|None|None|None|https://scholar.google.com/scholar?cluster=2452479257108016630&hl=en&as_sdt=1,5&as_ylo=1991&as_yhi=1995|None|The conventional approach to new product design involves a sequential flow of decisions. At the first step, the marketing function determines the product profile by specifying the required product attributes based upon consumer research. Manufacturing is then expected to …
The Application of Expert Systems for Welder Training and Process Selection|R Pook, R Seidel, W Scholz - IPENZ Annual Conference …, 1991 - search.informit.com.au|https://scholar.google.com/https://search.informit.com.au/documentSummary;dn=428540687581362;res=IELENG|1991|0|0|None|None|None|None|None|This paper discusses objectives and scope of two expert systems for welding developed in joint research projects by the New Zealand Welding Centre and the University of Auckland. Both expert systems cover areas where there are significant problems in the New Zealand …
Precipitation Mechanism of Ammonium Uranate and Relative Process Selection.|D Duan - Chinese Science Abstracts Series B, 1995 - infona.pl|https://scholar.google.com/https://www.infona.pl/resource/bwmeta1.element.elsevier-005cddca-1015-3ba1-a518-f909a0582878|1995|0|2|None|None|None|https://scholar.google.com/scholar?cluster=1119156069948254698&hl=en&as_sdt=1,5&as_ylo=1991&as_yhi=1995|None|The paper describes hydrolytic mechanism of uranyl ion, composition and structure of formed ammonium uranates. Investigations show that uranyl hydrolytic complexes as a main form of dinuclear complexes in solution will further hydrolyze to form sub-stable uranyl …
Process Selection and Control/Computer Applications/Electronics Manufacturing Processes/Modelling of Processes|I Minkoff - Materials Processes, 1992 - Springer|https://scholar.google.com/https://link.springer.com/chapter/10.1007/978-3-642-95562-4_7|1992|0|0|None|None|None|None|None|In this chapter, an outline is given of some of the procedures required to select a process and to establish the methods required for its control. Some description is given of different techniques in planning production including flexible manufacturing systems, group …
Selective suppression of photochemical etching: Raman spectroscopy for pre-etch process selection|CIH Ashby, DR Myers - 1992 - osti.gov|https://scholar.google.com/https://www.osti.gov/biblio/10136339|1992|0|3|None|None|None|https://scholar.google.com/scholar?cluster=8109850680293137190&hl=en&as_sdt=1,5&as_ylo=1991&as_yhi=1995|None|Carrier-driven photochemical reactions require direct participation of free carriers for the chemical reaction to proceed. Therefore, they can be selectively suppressed by increasing the carrier recombination rate through creation of defects using ion implantation. The …
Selekcija i jevoljucionnyj process [Selection and evolutionary process]|SK Okhapkin, IM Dunin, YI Rozhkov - Moscow, Russia, 1995|None|1995|2|0|3484535190906748773|None|https://scholar.google.com/scholar?cites=3484535190906748773&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
Refractory Gold Ores-Factors Affecting Process Selection|D Lunt, E Kirby, P Mason, I Ritchie - Randol Gold Forum, Perth, Australia, 1995|None|1995|2|0|129605561165647975|None|https://scholar.google.com/scholar?cites=129605561165647975&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
Lack of compliance an issue to consider in the drug process selection|J Felman, PY Ditulio - Am J Cardiol, 1994|None|1994|2|0|1777201994606447906|None|https://scholar.google.com/scholar?cites=1777201994606447906&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
Hyper Q/Plastic: an expert system for plastic material and process selection|K Beitet, S Krizan, K Ishii - Advances in Engineering Software (Elsevier) Vol, 1993|None|1993|2|0|9308125942446110911|None|https://scholar.google.com/scholar?cites=9308125942446110911&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
Treatability evaluation matrix for process selection|N Tambo, T Kamei - J. Japan Water Works Assoc, 1993|None|1993|2|0|15783799064371153143|None|https://scholar.google.com/scholar?cites=15783799064371153143&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
Dependency Cost, a Policy Independent Metric for Process Selection|Y Cazabon - 1993 - Faculty of Graduate Studies …|None|1993|2|0|13103794142390525904|None|https://scholar.google.com/scholar?cites=13103794142390525904&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
Case Studies of Process Selection: Wastes at the West Valley Nuclear Site, New York|DE Kurath, LA Bray - Separation Techniques in …, 1995 - CRC Press: Boca Raton, FL|None|1995|2|0|15919556239387280028|None|https://scholar.google.com/scholar?cites=15919556239387280028&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
SeleXpert [TM]: Knowledge-Based System for Sour Gas Treating and Sulfur Recovery Process Selection|GJ Reading, RL McKee… - …, 1994 - GAS PROCESSORS ASSOCIATION|None|1994|2|0|5289043626828084055|None|https://scholar.google.com/scholar?cites=5289043626828084055&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
Design and implementation of a system for integrating material and process selection in automated manufacturing|HJ Chen - 1992 - ir.library.oregonstate.edu|https://scholar.google.com/https://ir.library.oregonstate.edu/concern/graduate_thesis_or_dissertations/vd66w3805|1992|0|0|None|None|None|None|None|Today's manufacturing environment is characterized by competition and continuous change in product and process requirements. The concept of" design for manufacturability" integrates product specifications with manufacturing capabilities by considering the design …
An integrative approach to process parameter selection in fused-silica capillary manufacturing|FJ MacDonald - 1992 - dspace.mit.edu|https://scholar.google.com/https://dspace.mit.edu/bitstream/handle/1721.1/12817/27418755-MIT.pdf?sequence=2|1992|2|0|3293252940309680632|None|https://scholar.google.com/scholar?cites=3293252940309680632&as_sdt=2005&sciodt=1,5&hl=en|None|None|Page 1. An Integrative Approach to Process Parameter Selection in Fused-SilicaCapillary Manufacturing by Francis J. MacDonald, Jr. BS Electrical Engineering, TuftsUniversity, 1987 Submitted to the Sloan School of Management … 
Process selection of solid phase extraction of salviamolic acids in Radix Salvia Miltiorrhizae by HPLC-MS~ n|W Pei, X Zheng, X Zhao, W Zhao - Chinese Traditional Patent …, 1992 - wprim.whocc.org.cn|http://wprim.whocc.org.cn/admin/article/articleDetail?WPRIMID=682492&articleId=682492|1992|0|0|None|None|None|None|None|AIM: To apply the solid phase extraction (SPE) on salvianolic acids in Radix Salvia Miltiorrhizae by means of high performance liquid chromatography with mass spectroscopic detector (HPLC MSn). METHODS: AC 18 solid phase column and negative ion electrospray …
Selection and production of dense-medium solids for the Micro-Mag Process|KJ Miller, MS Klima, RP Killmeyer - 1991 - osti.gov|https://scholar.google.com/https://www.osti.gov/biblio/5836638|1991|1|0|12492777130971773933|None|https://scholar.google.com/scholar?cites=12492777130971773933&as_sdt=2005&sciodt=1,5&hl=en|None|None|The US Department of Energy's Office of Scientific and Technical Information.
Process selection for proteinernichment: fermentation of the sugar industry by products molasses and beet pul|P Nigman - Process Biochemistry, 1994|None|1994|1|0|5172527543106105930|None|https://scholar.google.com/scholar?cites=5172527543106105930&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
Computer-aided material and process selection through applied database technology|CM Shea - 1992 - University of Rhode Island|None|1992|1|0|14181661848246583710|None|https://scholar.google.com/scholar?cites=14181661848246583710&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
Process Selection in Design—State of the Art|J Haudrum - 1993 - PI|None|1993|1|0|17417501545412252427|None|https://scholar.google.com/scholar?cites=17417501545412252427&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
Computer aided process parameter selection for high speed machining|IF Dagiloke - 1995 - researchonline.ljmu.ac.uk|http://researchonline.ljmu.ac.uk/id/eprint/4990/1/DX187974.pdf|1995|1|2|15254909140252722565|http://researchonline.ljmu.ac.uk/id/eprint/4990/1/DX187974.pdf|https://scholar.google.com/scholar?cites=15254909140252722565&as_sdt=2005&sciodt=1,5&hl=en|https://scholar.google.com/scholar?cluster=15254909140252722565&hl=en&as_sdt=1,5&as_ylo=1991&as_yhi=1995|None|Page 1. COMPUTER AIDED PROCESS PARAMETER SELECTION FOR HIGH SPEEDMACHINING IF DAGILOKE Ph.D. Thesis 1995 Page 2. TABLE OF CONTENTS Abstract viAcknowledgement viii List of tables ix List of figures x Notation xlv 1.0 Introduction 1 … 
An Integrated approach to cost-effective process planning and equipment selection in cold, warm and hot forming|R Duggirala - 1995 - etd.ohiolink.edu|https://scholar.google.com/https://etd.ohiolink.edu/!etd.send_file?accession=osu1487861796819734&disposition=inline|1995|1|2|7572792907680594711|None|https://scholar.google.com/scholar?cites=7572792907680594711&as_sdt=2005&sciodt=1,5&hl=en|https://scholar.google.com/scholar?cluster=7572792907680594711&hl=en&as_sdt=1,5&as_ylo=1991&as_yhi=1995|None|… 2.3 Research Objective.....18 2.4 Current approaches to process selection.....19 2.4.1 Costingand process selection methods.....19 2.4.2 Limitations of process planning and costing systems … 
Process capability models for equipment selection|NNZ Gindy, TM Ratchev, K Case - Advances In Manufacturing …, 1994 - books.google.com|https://scholar.google.com/https://books.google.com/books?hl=en&lr=&id=tx0lz635HlYC&oi=fnd&pg=PA297&dq=+%22process+selection%22&ots=LQiGxqtiK8&sig=r_cq3nOgyOXgr9qkZRMjafomp9M|1994|0|6|None|None|None|https://scholar.google.com/scholar?cluster=4135175893569781007&hl=en&as_sdt=1,5&as_ylo=1991&as_yhi=1995|None|… component design and machine selection. By attaching geometric as well astechnological attributes to the features, main-stream activities such as process selectioncan be directed at a feature level. Several approaches have been … 
Process Selection And Casting V Cutting-The Topography Of Choice|R Fletcher - Fourth International Conference on Factory 2000 …, 1994 - ieeexplore.ieee.org|https://scholar.google.com/https://ieeexplore.ieee.org/abstract/document/644273/|2000|0|0|None|None|None|None|None|The method by which items are manufactured has profound social and economic implications. Whole societies and civilisations have been built on the current technologies which provided resources and stability. The selection of a particular manufacturing …
INFLUENCE OF INSPECTION STRATEGY ON MANUFACTURING PROCESS SELECTION|HVTR Kurfess - Concurrent product design …, 1994 - American Society of Mechanical …|None|1994|0|0|None|None|None|None|None|None
Wastewater Temperature Influence Process Selection in Wastewater Treatment|M Henze - Bioinorganic And Biotechnological Aspects of …, 1992 - orbit.dtu.dk|https://scholar.google.com/https://orbit.dtu.dk/en/publications/wastewater-temperature-influence-process-selection-in-wastewater-|1992|0|2|None|None|None|https://scholar.google.com/scholar?cluster=16393156379106443334&hl=en&as_sdt=1,5&as_ylo=1991&as_yhi=1995|None|Henze, M. (1992). Wastewater Temperature Influence Process Selection in Wastewater Treatment. In Bioinorganic And Biotechnological Aspects of Environmental Chemistry: Abstracts Florence, Palaffari: European Environmental Research Organisation … Henze, Mogens. / Wastewater …
Process capability modelling for design and selection of processing equipment|N Gindy, K Case, TM Ratchev, J Gao - 1994 - core.ac.uk|https://scholar.google.com/https://core.ac.uk/download/pdf/19760582.pdf|1994|0|3|None|https://scholar.google.com/https://core.ac.uk/download/pdf/19760582.pdf|None|https://scholar.google.com/scholar?cluster=6373756060513056125&hl=en&as_sdt=1,5&as_ylo=1991&as_yhi=1995|None|… Feature transition diagrams reflect company specific knowledge on how features are machined.Process selection is based on finding the set of terminal nodes in a feature transition diagramwhich match the feature requirements in terms of surface finish and tolerances … 
Environmental implications of the process selection for arsenic removal from SO;-bearing gases and downstream treatment|F rank Dalewski, NL Piret - … of the Copper …, 1995 - Montréal: Canadian Institute of …|None|1995|0|0|None|None|None|None|None|None
The development and applications of a system for process selection in manufacturing|TA Spedding, LHS Luong - 1994 - ro.uow.edu.au|https://scholar.google.com/https://ro.uow.edu.au/commpapers/2636/|1994|0|0|None|None|None|None|None|… Faculty of Commerce - Papers (Archive). Title. The development and applications of a systemfor process selection in manufacturing … RIS ID. 58152. Publication Details. Spedding, TA& Luong, LHS (1994). The development and applications of a system for process selection …
Process selection, flow and contaminant removal allocation in wastewater treatment plant design optimization|NM Mehta - 1992 - University of Oklahoma|None|1992|0|0|None|None|None|None|None|None
Welding Process Selection|JA Sanchez - 1992|None|1992|0|0|None|None|None|None|None|None
Preliminary Process Selection for Natural Gas Liquids (NGL) Treating|E Fischer, R Goel, D Saunders - …, 1993 - GAS PROCESSORS ASSOCIATION|None|1993|0|0|None|None|None|None|None|None
Cost Effective Process Selection for Composite Structure|W Tyson Dominy - … PAPERS-SOCIETY OF …, 1993 - SOCIETY OF MANUFACTURING …|None|1993|0|0|None|None|None|None|None|None
PROCESS SELECTION FOR SMALL HIGHLY VARIABLE WASTE-WATER FLOWS|TM WALSKI - 1994 - … CIVIL ENGINEERS 345 E 47TH ST …|None|1994|0|0|None|None|None|None|None|None
Process Selection for BTEX Recovery from Glycol Dehydration Units|RD Key - 1994 - University of Tulsa|None|1994|0|0|None|None|None|None|None|None
An Expert Process Selection System for Machined Components|G Katsogiannis - 1994 - Cranfield University, School of …|None|1994|0|0|None|None|None|None|None|None
Adsorption Process Selection for Contaminated Groundwater Remediation|C Zhou, MW Petroccia… - A AND WMA …, 1993 - AIR & WASTE MANAGEMENT …|None|1993|0|0|None|None|None|None|None|None
Development of a Process Selection Model for Industrial Wastewater Treatment Using Expert Systems|Md. Som Ayub - 1995|None|1995|0|0|None|None|None|None|None|None
The Compatibility Factor: Guidelines for Component and Process Selection|T Clay - Surface Mount Technology-Libertyville, 1995 - … , Ill.: Lake Pub. Corp.], 1986-1998.|None|1995|0|0|None|None|None|None|None|None
An Integrated Approach to Product Design and Process Selection: Revised|D Chhajed, N Raman - 1993 - College of Commerce and Business …|None|1993|0|0|None|None|None|None|None|None
PCMCIA Depaneling Process Selection Considerations|S Malfitano, D Benson - Circuits Assembly, 1994 - San Francisco, CA: Miller Freeman …|None|1994|0|0|None|None|None|None|None|None
TREATMENT PROCESS SELECTION FOR WATERS CONTAMINATED BY SYNTHETIC ORGANIC-CHEMICALS|BI DVORAK, DF LAWLER… - ABSTRACTS …, 1994 - … CHEMICAL SOC 1155 16TH ST, NW …|None|1994|0|0|None|None|None|None|None|None
An Analysis of the Price Analyst's Role in the Source Selection Process|R Lindsey - 1991 - apps.dtic.mil|https://scholar.google.com/https://apps.dtic.mil/dtic/tr/fulltext/u2/a244019.pdf|1991|0|3|None|https://scholar.google.com/https://apps.dtic.mil/dtic/tr/fulltext/u2/a244019.pdf|None|https://scholar.google.com/scholar?cluster=9413242394994340671&hl=en&as_sdt=1,5&as_ylo=1991&as_yhi=1995|None|… 4 Scope of the Research Topic .... . 4 Organization ..... 5 Discussion of the Literature.... . 6 Overview of the Source Selection Process ..... 6 Selection of Evaluation Factors18 Evaluation Process ..... 25 Conclusion ..... 35 III … 
Cutting tool selection for process planning using expert system techniques|M Gulesin, RM Jones - … of the 3rd …, 1993 - World Computer Graphics …|None|1993|3|0|14855820131225562974|None|https://scholar.google.com/scholar?cites=14855820131225562974&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
Process Design and Equipment Selection for the Gordonstone Coal Preparation Plant|D QuemardO, G MillerO… - … of the Sixth …, 1993 - Australian Coal Preparation Society|None|1993|1|0|7393882381641778953|None|https://scholar.google.com/scholar?cites=7393882381641778953&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
